基金代码,基金简称,发行公司,基金类型,集中认购期,募集份额,成立日期,成立来涨幅,基金经理,申购状态,优惠费率
014575,鑫元清洁能源混合发起式C,鑫元基金,混合型-偏股,22/01/17～22/01/21,0.11,2022-01-26,-13.37,王夫伟,开放申购,0.0
014737,创金合信专精特新股票发起C,创金合信基金,股票型,22/01/17～22/01/21,0.13,2022-01-26,20.59,王先伟,开放申购,0.0
014902,长城新能源股票发起式A,长城基金,股票型,22/01/17～22/01/17,0.13,2022-01-19,-8.04,杨宇,开放申购,0.15
014903,长城新能源股票发起式C,长城基金,股票型,22/01/17～22/01/17,0.13,2022-01-19,-8.69,杨宇,开放申购,0.0
013268,天弘安康颐利混合C,天弘基金,混合型-偏债,22/01/14～22/04/13,2.54,2022-04-15,1.73,"姜晓丽,贺剑",开放申购,0.0
013267,天弘安康颐利混合A,天弘基金,混合型-偏债,22/01/14～22/04/13,2.54,2022-04-15,1.93,"姜晓丽,贺剑",开放申购,0.08
014560,东方汽车产业趋势混合A,东方基金,混合型-偏股,22/01/14～22/01/27,2.58,2022-02-09,-17.55,李瑞,开放申购,0.15
014561,东方汽车产业趋势混合C,东方基金,混合型-偏股,22/01/14～22/01/27,2.58,2022-02-09,-18.02,李瑞,开放申购,0.0
014831,兴银中证1000指数增强A,兴银基金,指数型-股票,22/01/14～22/01/24,2.68,2022-01-26,-7.3,李哲通,开放申购,0.15
014832,兴银中证1000指数增强C,兴银基金,指数型-股票,22/01/14～22/01/24,2.68,2022-01-26,-7.52,李哲通,开放申购,0.0
014874,惠升惠远回报混合A,惠升基金,混合型-灵活,22/01/14～22/01/17,2.0,2022-01-18,-6.0,"孙庆,李刚,张玉坤",开放申购,0.12
014875,惠升惠远回报混合C,惠升基金,混合型-灵活,22/01/14～22/01/17,2.0,2022-01-18,-6.46,"孙庆,李刚,张玉坤",开放申购,0.0
014132,华泰柏瑞聚优智选一年持有期混合C,华泰柏瑞基金,混合型-偏股,22/01/13～22/02/18,2.18,2022-02-22,-13.34,牛勇,开放申购,0.0
014131,华泰柏瑞聚优智选一年持有期混合A,华泰柏瑞基金,混合型-偏股,22/01/13～22/02/18,2.18,2022-02-22,-12.56,牛勇,开放申购,0.15
014648,融通先进制造混合C,融通基金,混合型-偏股,22/01/13～22/02/18,3.28,2022-02-22,9.11,王迪,开放申购,0.0
014647,融通先进制造混合A,融通基金,混合型-偏股,22/01/13～22/02/18,3.28,2022-02-22,9.76,王迪,开放申购,0.15
013591,南方比较优势混合C,南方基金,混合型-偏股,22/01/13～22/01/26,3.21,2022-02-07,5.2,卢玉珊,开放申购,0.0
013590,南方比较优势混合A,南方基金,混合型-偏股,22/01/13～22/01/26,3.21,2022-02-07,5.93,卢玉珊,开放申购,0.15
014612,富国核心科技12个月持有混合C,富国基金,混合型-偏股,22/01/13～22/01/26,6.39,2022-01-28,8.69,许炎,开放申购,0.0
014611,富国核心科技12个月持有混合A,富国基金,混合型-偏股,22/01/13～22/01/26,6.39,2022-01-28,9.47,许炎,开放申购,0.15
014652,大成专精特新混合C,大成基金,混合型-偏股,22/01/12～22/01/25,2.86,2022-01-27,-2.37,王晶晶,开放申购,0.0
014203,鹏扬产业趋势一年持有混合A,鹏扬基金,混合型-偏股,22/01/12～22/01/25,5.69,2022-01-27,-17.24,邓彬彬,开放申购,0.15
014204,鹏扬产业趋势一年持有混合C,鹏扬基金,混合型-偏股,22/01/12～22/01/25,5.69,2022-01-27,-17.83,邓彬彬,开放申购,0.0
014651,大成专精特新混合A,大成基金,混合型-偏股,22/01/12～22/01/25,2.86,2022-01-27,-1.66,王晶晶,开放申购,0.15
014254,信澳智远三年持有期混合A,信达澳亚基金,混合型-偏股,22/01/12～22/01/21,47.63,2022-01-25,-15.78,冯明远,开放申购,1.5
014255,信澳智远三年持有期混合C,信达澳亚基金,混合型-偏股,22/01/12～22/01/21,47.63,2022-01-25,-16.18,冯明远,开放申购,0.0
014407,富国中证新华社民族品牌工程ETF联接C,富国基金,指数型-股票,22/01/11～22/02/11,4.64,2022-02-15,1.21,蔡卡尔,开放申购,0.0
014406,富国中证新华社民族品牌工程ETF联接A,富国基金,指数型-股票,22/01/11～22/02/11,4.64,2022-02-15,1.32,蔡卡尔,开放申购,0.12
014539,华安优势精选混合A,华安基金,混合型-偏股,22/01/11～22/01/24,2.88,2022-01-26,-19.12,盛骅,开放申购,0.15
013326,万家景气驱动混合A,万家基金,混合型-偏股,22/01/11～22/01/24,4.27,2022-01-26,1.88,刘洋,开放申购,0.15
013327,万家景气驱动混合C,万家基金,混合型-偏股,22/01/11～22/01/24,4.27,2022-01-26,1.27,刘洋,开放申购,0.0
014540,华安优势精选混合C,华安基金,混合型-偏股,22/01/11～22/01/24,2.88,2022-01-26,-19.61,盛骅,开放申购,0.0
014776,富国中证芯片产业ETF发起式联接A,富国基金,指数型-股票,22/01/11～22/01/14,0.13,2022-01-18,-2.86,张圣贤,开放申购,0.12
014777,富国中证芯片产业ETF发起式联接C,富国基金,指数型-股票,22/01/11～22/01/14,0.13,2022-01-18,-3.09,张圣贤,开放申购,0.0
011001,中邮兴荣价值一年持有混合,中邮基金,混合型-偏股,22/01/10～22/01/26,4.79,2022-01-28,14.78,国晓雯,开放申购,0.15
014241,农银均衡收益混合,农银汇理基金,混合型-偏股,22/01/10～22/01/21,6.52,2022-01-25,-7.69,陈富权,开放申购,0.15
014605,嘉实中证光伏产业指数发起式C,嘉实基金,指数型-股票,22/01/10～22/01/21,0.42,2022-01-25,-6.62,李直,开放申购,0.0
014507,博时成长臻选混合C,博时基金,混合型-偏股,22/01/10～22/01/21,5.26,2022-01-25,-2.96,陈鹏扬,开放申购,0.0
014604,嘉实中证光伏产业指数发起式A,嘉实基金,指数型-股票,22/01/10～22/01/21,0.42,2022-01-25,-6.34,李直,开放申购,0.1
014261,上投摩根沃享远见一年持有期混合A,上投摩根基金,混合型-偏股,22/01/10～22/01/21,16.3,2022-01-25,-18.68,杜猛,开放申购,0.15
012594,招商瑞享1年持有期混合A,招商基金,混合型-偏债,22/01/10～22/01/21,20.63,2022-01-25,2.73,"余芽芳,王垠",开放申购,0.06
012595,招商瑞享1年持有期混合C,招商基金,混合型-偏债,22/01/10～22/01/21,20.63,2022-01-25,2.24,"余芽芳,王垠",开放申购,0.0
014119,金鹰时代先锋混合A,金鹰基金,混合型-偏股,22/01/10～22/01/21,3.61,2022-01-25,-27.56,韩广哲,开放申购,0.15
014811,平安兴奕成长1年持有混合A,平安基金,混合型-偏股,22/01/10～22/01/21,4.22,2022-01-25,-3.14,神爱前,开放申购,0.15
014329,中融优势产业混合A,中融基金,混合型-偏股,22/01/10～22/01/21,5.42,2022-01-25,-6.39,郑玲,开放申购,0.15
013349,创金合信大健康混合C,创金合信基金,混合型-偏股,22/01/10～22/01/21,3.46,2022-01-26,-9.08,"皮劲松,毛丁丁",开放申购,0.0
013348,创金合信大健康混合A,创金合信基金,混合型-偏股,22/01/10～22/01/21,3.46,2022-01-26,-8.54,"皮劲松,毛丁丁",开放申购,0.15
014330,中融优势产业混合C,中融基金,混合型-偏股,22/01/10～22/01/21,5.42,2022-01-25,-7.29,郑玲,开放申购,0.0
014120,金鹰时代先锋混合C,金鹰基金,混合型-偏股,22/01/10～22/01/21,3.61,2022-01-25,-28.24,韩广哲,开放申购,0.0
014220,恒越医疗健康精选混合A,恒越基金,混合型-偏股,22/01/10～22/01/21,2.88,2022-01-25,-10.3,崔宁,开放申购,0.15
014506,博时成长臻选混合A,博时基金,混合型-偏股,22/01/10～22/01/21,5.26,2022-01-25,-2.38,陈鹏扬,开放申购,0.15
014262,上投摩根沃享远见一年持有期混合C,上投摩根基金,混合型-偏股,22/01/10～22/01/21,16.3,2022-01-25,-19.46,杜猛,开放申购,0.0
013923,华夏中证1000ETF发起式联接C,华夏基金,指数型-股票,22/01/10～22/01/21,0.16,2022-01-25,-1.47,严筱娴,开放申购,0.0
014812,平安兴奕成长1年持有混合C,平安基金,混合型-偏股,22/01/10～22/01/21,4.22,2022-01-25,-4.07,神爱前,开放申购,0.0
014658,中欧融享增益一年持有期混合C,中欧基金,混合型-偏债,22/01/10～22/01/21,27.32,2022-01-25,1.7,华李成,开放申购,0.0
013922,华夏中证1000ETF发起式联接A,华夏基金,指数型-股票,22/01/10～22/01/21,0.16,2022-01-25,-1.13,严筱娴,开放申购,0.12
014657,中欧融享增益一年持有期混合A,中欧基金,混合型-偏债,22/01/10～22/01/21,27.32,2022-01-25,2.19,华李成,开放申购,0.08
014221,恒越医疗健康精选混合C,恒越基金,混合型-偏股,22/01/10～22/01/21,2.88,2022-01-25,-10.96,崔宁,开放申购,0.0
014135,中欧金安量化混合A,中欧基金,混合型-偏股,22/01/10～22/01/18,10.33,2022-01-20,-5.04,曲径,开放申购,0.15
014136,中欧金安量化混合C,中欧基金,混合型-偏股,22/01/10～22/01/18,10.33,2022-01-20,-5.95,曲径,开放申购,0.0
014285,鑫元健康产业混合发起式A,鑫元基金,混合型-偏股,22/01/10～22/01/14,0.37,2022-01-18,5.19,王夫伟,开放申购,0.12
014286,鑫元健康产业混合发起式C,鑫元基金,混合型-偏股,22/01/10～22/01/14,0.37,2022-01-18,4.68,王夫伟,开放申购,0.0
014640,兴证全球合衡三年持有混合C,兴证全球基金,混合型-偏股,22/01/10～22/01/11,59.84,2022-01-13,-10.61,任相栋,开放申购,0.0
014639,兴证全球合衡三年持有混合A,兴证全球基金,混合型-偏股,22/01/10～22/01/11,59.84,2022-01-13,-10.27,任相栋,开放申购,0.15
013871,招商能源转型混合A,招商基金,混合型-偏股,22/01/07～22/01/28,3.5,2022-02-08,-9.75,任琳娜,开放申购,0.15
013872,招商能源转型混合C,招商基金,混合型-偏股,22/01/07～22/01/28,3.5,2022-02-08,-10.58,任琳娜,开放申购,0.0
013479,金鹰先进制造股票(LOF)C,金鹰基金,股票型,22/01/07～22/01/07,,2022-01-11,-22.92,"杨刚,梁梓颖",开放申购,0.0
014665,广发悦享一年持有混合(FOF),广发基金,FOF,22/01/06～22/01/21,14.9,2022-01-25,0.69,"杨喆,宋家骥",开放申购,0.08
011831,富国天恒混合C,富国基金,混合型-偏股,22/01/06～22/01/19,4.54,2022-01-24,11.57,林庆,开放申购,0.0
011830,富国天恒混合A,富国基金,混合型-偏股,22/01/06～22/01/19,4.54,2022-01-24,12.37,林庆,开放申购,0.15
014757,鹏华成长领航两年持有期混合C,鹏华基金,混合型-偏股,22/01/06～22/01/19,2.9,2022-01-21,-11.13,孟昊,开放申购,0.0
014756,鹏华成长领航两年持有期混合A,鹏华基金,混合型-偏股,22/01/06～22/01/19,2.9,2022-01-21,-10.26,孟昊,开放申购,0.15
014423,汇丰晋信研究精选混合,汇丰晋信基金,混合型-偏股,22/01/06～22/01/19,53.34,2022-01-21,-10.29,陆彬,开放申购,0.15
014396,中银证券成长领航混合C,中银证券,混合型-偏股,22/01/05～22/01/24,2.97,2022-01-27,-10.65,刘先政,开放申购,0.0
014395,中银证券成长领航混合A,中银证券,混合型-偏股,22/01/05～22/01/24,2.97,2022-01-27,-10.22,刘先政,开放申购,0.15
014582,浦银安盛兴荣稳健一年持有混合(FOF)A,浦银安盛基金,FOF,22/01/05～22/01/21,11.82,2022-01-25,-1.87,"陈曙亮,缪夏美",开放申购,0.08
014583,浦银安盛兴荣稳健一年持有混合(FOF)C,浦银安盛基金,FOF,22/01/05～22/01/21,11.82,2022-01-25,-2.28,"陈曙亮,缪夏美",开放申购,0.0
014646,平安盈禧均衡配置1年持有混合(FOF)C,平安基金,FOF,22/01/05～22/01/14,39.84,2022-01-18,-5.24,高莺,开放申购,0.0
014645,平安盈禧均衡配置1年持有混合(FOF)A,平安基金,FOF,22/01/05～22/01/14,39.84,2022-01-18,-4.78,高莺,开放申购,1.2
014420,中欧成长领航一年持有混合A,中欧基金,混合型-偏股,22/01/05～22/01/11,25.58,2022-01-13,-13.74,"王培,尹为醇",开放申购,0.15
014421,中欧成长领航一年持有混合C,中欧基金,混合型-偏股,22/01/05～22/01/11,25.58,2022-01-13,-14.58,"王培,尹为醇",开放申购,0.0
014661,天弘上海金ETF发起联接A,天弘基金,商品（不含QDII）,22/01/04～22/02/28,0.13,2022-03-02,6.6,"沙川,陈瑶",开放申购,0.1
014662,天弘上海金ETF发起联接C,天弘基金,商品（不含QDII）,22/01/04～22/02/28,0.13,2022-03-02,6.19,"沙川,陈瑶",开放申购,0.0
014348,富国趋势优先混合C,富国基金,混合型-偏股,22/01/04～22/01/21,7.13,2022-01-25,-11.06,曹文俊,开放申购,0.0
014347,富国趋势优先混合A,富国基金,混合型-偏股,22/01/04～22/01/21,7.13,2022-01-25,-10.42,曹文俊,开放申购,0.15
014750,兴华消费精选6个月持有混合发起A,兴华基金,混合型-偏股,22/01/04～22/01/21,0.22,2022-01-25,-2.76,冷文鹏,开放申购,1.5
014751,兴华消费精选6个月持有混合发起C,兴华基金,混合型-偏股,22/01/04～22/01/21,0.22,2022-01-25,-3.23,冷文鹏,开放申购,0.0
014377,东吴新能源汽车股票C,东吴基金,股票型,22/01/04～22/01/20,4.71,2022-01-25,7.04,刘元海,开放申购,0.0
014376,东吴新能源汽车股票A,东吴基金,股票型,22/01/04～22/01/20,4.71,2022-01-25,7.56,刘元海,开放申购,0.15
014585,银华心兴三年持有混合A,银华基金,混合型-偏股,22/01/04～22/01/17,21.91,2022-01-20,-11.7,"李晓星,张萍",开放申购,0.15
014225,大成聚优成长混合C,大成基金,混合型-偏股,22/01/04～22/01/17,32.87,2022-01-19,-0.98,韩创,开放申购,0.0
013715,方正富邦泰利12个月持有混合C,方正富邦基金,混合型-偏债,22/01/04～22/01/17,3.67,2022-01-21,-0.3,"崔建波,王靖",开放申购,0.0
014586,银华心兴三年持有混合C,银华基金,混合型-偏股,22/01/04～22/01/17,21.91,2022-01-20,-12.13,"李晓星,张萍",开放申购,0.0
014224,大成聚优成长混合A,大成基金,混合型-偏股,22/01/04～22/01/17,32.87,2022-01-19,-0.5,韩创,开放申购,0.15
013714,方正富邦泰利12个月持有混合A,方正富邦基金,混合型-偏债,22/01/04～22/01/17,3.67,2022-01-21,0.18,"崔建波,王靖",开放申购,0.08
014199,建信沃信一年持有混合A,建信基金,混合型-偏股,22/01/04～22/01/14,25.3,2022-01-19,-12.62,陶灿,开放申购,0.15
013323,国寿安保盛泽三年持有混合A,国寿安保基金,混合型-偏股,22/01/04～22/01/14,4.01,2022-01-18,-19.4,吴坚,开放申购,0.15
013324,国寿安保盛泽三年持有混合C,国寿安保基金,混合型-偏股,22/01/04～22/01/14,4.01,2022-01-18,-19.79,吴坚,开放申购,0.0
014200,建信沃信一年持有混合C,建信基金,混合型-偏股,22/01/04～22/01/14,25.3,2022-01-19,-13.04,陶灿,开放申购,0.0
014683,富国智浦稳进12个月持有混合(FOF)C,富国基金,FOF,22/01/04～22/01/12,7.12,2022-01-14,1.11,张子炎,开放申购,0.0
014724,东方量化多策略混合C,东方基金,混合型-偏股,22/01/04～22/01/04,,2022-01-06,-14.87,"盛泽,王怀勋",开放申购,0.0
014603,嘉实中证医疗指数发起式C,嘉实基金,指数型-股票,21/12/30～22/01/18,0.25,2022-01-20,-15.1,王紫菡,开放申购,0.0
014602,嘉实中证医疗指数发起式A,嘉实基金,指数型-股票,21/12/30～22/01/18,0.25,2022-01-20,-14.85,王紫菡,开放申购,0.1
017356,华夏安康稳健养老目标一年持有混合发起式(FOF)Y,华夏基金,FOF,21/12/29～22/03/11,,2022-11-16,0.84,李晓易,开放申购,0.0
013158,华夏安康稳健养老目标一年持有混合发起式(FOF)A,华夏基金,FOF,21/12/29～22/03/11,1.54,2022-03-15,0.45,李晓易,开放申购,0.08
013053,天弘国证龙头家电指数A,天弘基金,指数型-股票,21/12/27～22/03/11,2.02,2022-03-15,3.65,沙川,开放申购,0.1
013054,天弘国证龙头家电指数C,天弘基金,指数型-股票,21/12/27～22/03/11,2.02,2022-03-15,2.99,沙川,开放申购,0.0
012993,汇添富品牌力一年持有混合A,汇添富基金,混合型-偏股,21/12/27～22/02/25,2.03,2022-03-01,-5.59,"郑慧莲,蔡志文",开放申购,0.15
012994,汇添富品牌力一年持有混合C,汇添富基金,混合型-偏股,21/12/27～22/02/25,2.03,2022-03-01,-6.0,"郑慧莲,蔡志文",开放申购,0.0
014210,国投瑞银竞争优势混合A,国投瑞银基金,混合型-偏股,21/12/27～22/01/14,3.31,2022-01-18,-6.88,桑俊,开放申购,0.15
013776,中泰兴为价值精选混合A,中泰证券(上,混合型-偏股,21/12/27～22/01/14,20.63,2022-01-18,3.79,姜诚,开放申购,0.15
013777,中泰兴为价值精选混合C,中泰证券(上,混合型-偏股,21/12/27～22/01/14,20.63,2022-01-18,3.16,姜诚,开放申购,0.0
014211,国投瑞银竞争优势混合C,国投瑞银基金,混合型-偏股,21/12/27～22/01/14,3.31,2022-01-18,-7.56,桑俊,开放申购,0.0
014300,泰达宏利先进制造股票C,泰达宏利基金,股票型,21/12/27～22/01/10,5.14,2022-01-13,-8.25,"张勋,张岩",开放申购,0.0
014299,泰达宏利先进制造股票A,泰达宏利基金,股票型,21/12/27～22/01/10,5.14,2022-01-13,-7.91,"张勋,张岩",开放申购,0.15
015039,长信金利趋势混合C,长信基金,混合型-偏股,21/12/27～21/12/31,,2022-02-15,-4.77,高远,限大额,0.0
014572,长信银利精选混合C,长信基金,混合型-偏股,21/12/27～21/12/31,,2022-01-06,-12.87,许望伟,开放申购,0.0
014650,永赢优质精选混合发起C,永赢基金,混合型-偏股,21/12/27～21/12/27,0.11,2021-12-28,-36.91,光磊,开放申购,0.0
014207,华安产业精选混合A,华安基金,混合型-偏股,21/12/27～21/12/27,29.77,2021-12-29,0.41,刘畅畅,限大额,0.15
014208,华安产业精选混合C,华安基金,混合型-偏股,21/12/27～21/12/27,29.77,2021-12-29,-0.22,刘畅畅,限大额,0.0
014649,永赢优质精选混合发起A,永赢基金,混合型-偏股,21/12/27～21/12/27,0.11,2021-12-28,-36.43,光磊,开放申购,0.15
014608,中欧周期景气混合发起A,中欧基金,混合型-偏股,21/12/24～21/12/31,0.3,2022-01-05,-19.78,曲径,开放申购,0.15
014609,中欧周期景气混合发起C,中欧基金,混合型-偏股,21/12/24～21/12/31,0.3,2022-01-05,-20.27,曲径,开放申购,0.0
013762,中欧星选一年持有混合(FOF)C,中欧基金,FOF,21/12/23～22/03/22,2.28,2022-03-24,-1.18,桑磊,开放申购,0.0
013761,中欧星选一年持有混合(FOF)A,中欧基金,FOF,21/12/23～22/03/22,2.28,2022-03-24,-0.36,桑磊,开放申购,0.12
012959,平安盈悦稳进回报1年持有混合(FOF)A,平安基金,FOF,21/12/23～22/03/11,2.04,2022-03-15,-0.48,易文斐,开放申购,0.12
012960,平安盈悦稳进回报1年持有混合(FOF)C,平安基金,FOF,21/12/23～22/03/11,2.04,2022-03-15,-0.74,易文斐,开放申购,0.0
013766,平安恒泰1年持有混合C,平安基金,混合型-偏债,21/12/23～22/02/18,3.8,2022-02-23,-5.37,周恩源,开放申购,0.0
013765,平安恒泰1年持有混合A,平安基金,混合型-偏债,21/12/23～22/02/18,3.8,2022-02-23,-4.84,周恩源,开放申购,0.1
013764,中欧星耀优选3个月持有混合(FOF)C,中欧基金,FOF,21/12/23～22/01/24,2.66,2022-01-26,-13.13,侯丹琳,开放申购,0.0
013763,中欧星耀优选3个月持有混合(FOF)A,中欧基金,FOF,21/12/23～22/01/24,2.66,2022-01-26,-12.3,侯丹琳,开放申购,0.12
012782,银华中证创新药产业ETF发起式联接C,银华基金,指数型-股票,21/12/23～21/12/27,0.12,2021-12-30,-22.23,王帅,开放申购,0.0
012781,银华中证创新药产业ETF发起式联接A,银华基金,指数型-股票,21/12/23～21/12/27,0.12,2021-12-30,-22.14,王帅,开放申购,0.12
014642,上投摩根新兴动力混合C,上投摩根基金,混合型-偏股,21/12/22～21/12/22,,2021-12-24,-24.82,杜猛,开放申购,0.0
017397,嘉实福康稳健养老一年持有混合(FOF)Y,嘉实基金,FOF,21/12/21～22/01/07,,2022-11-18,1.73,张静,开放申购,0.0
010866,嘉实福康稳健养老一年持有混合(FOF)A,嘉实基金,FOF,21/12/21～22/01/07,5.88,2022-01-11,-1.87,张静,开放申购,0.1
014598,永赢合享混合发起A,永赢基金,混合型-灵活,21/12/21～21/12/21,0.1,2021-12-22,14.26,曾琬云,开放申购,0.08
014599,永赢合享混合发起C,永赢基金,混合型-灵活,21/12/21～21/12/21,0.1,2021-12-22,13.69,曾琬云,开放申购,0.0
014641,上投摩根行业轮动混合C,上投摩根基金,混合型-偏股,21/12/21～21/12/21,,2021-12-24,-31.77,陈思郁,开放申购,0.0
012854,英大中证ESG120策略指数A,英大基金,指数型-股票,21/12/20～22/03/14,2.08,2022-03-15,-1.84,张媛,开放申购,0.08
012855,英大中证ESG120策略指数C,英大基金,指数型-股票,21/12/20～22/03/14,2.08,2022-03-15,2.09,张媛,开放申购,0.0
012904,上投摩根鑫睿优选一年持有混合,上投摩根基金,混合型-偏股,21/12/20～22/02/25,2.17,2022-03-01,-10.08,倪权生,开放申购,0.15
013568,申万菱信宏量混合C,申万菱信基金,混合型-偏债,21/12/20～22/01/14,2.09,2022-01-18,-3.03,杨翰,开放申购,0.0
013567,申万菱信宏量混合A,申万菱信基金,混合型-偏债,21/12/20～22/01/14,2.09,2022-01-18,-2.55,杨翰,开放申购,0.06
014024,华富卓越成长一年持有期混合A,华富基金,混合型-偏股,21/12/20～22/01/10,8.78,2022-01-13,-0.67,陈启明,开放申购,0.15
014025,华富卓越成长一年持有期混合C,华富基金,混合型-偏股,21/12/20～22/01/10,8.78,2022-01-13,-0.85,陈启明,开放申购,0.0
014431,华夏中证新材料主题ETF发起式联接A,华夏基金,指数型-股票,21/12/20～22/01/07,0.89,2022-01-12,-18.2,严筱娴,开放申购,0.12
014432,华夏中证新材料主题ETF发起式联接C,华夏基金,指数型-股票,21/12/20～22/01/07,0.89,2022-01-12,-18.5,严筱娴,开放申购,0.0
014345,鹏华中证500指数增强C,鹏华基金,指数型-股票,21/12/20～22/01/07,3.01,2022-01-11,1.6,苏俊杰,开放申购,0.0
013899,上投摩根全景优势股票A,上投摩根基金,股票型,21/12/20～22/01/07,3.49,2022-01-11,-15.77,倪权生,开放申购,0.15
014344,鹏华中证500指数增强A,鹏华基金,指数型-股票,21/12/20～22/01/07,3.01,2022-01-11,2.1,苏俊杰,开放申购,0.12
013900,上投摩根全景优势股票C,上投摩根基金,股票型,21/12/20～22/01/07,3.49,2022-01-11,-16.29,倪权生,开放申购,0.0
013432,华泰柏瑞景气汇选三年持有期混合C,华泰柏瑞基金,混合型-偏股,21/12/20～22/01/04,6.91,2022-01-10,-6.99,张慧,开放申购,0.0
013431,华泰柏瑞景气汇选三年持有期混合A,华泰柏瑞基金,混合型-偏股,21/12/20～22/01/04,6.91,2022-01-10,-6.53,张慧,开放申购,0.15
013279,国泰优选领航一年持有(FOF),国泰基金,FOF,21/12/20～21/12/31,2.98,2022-01-05,-11.65,周珞晏,开放申购,0.12
013060,工银养老目标2060五年持有混合发起(FOF),工银瑞信基金,FOF,21/12/20～21/12/31,0.11,2022-01-06,-8.72,周崟,开放申购,0.12
014303,华安中证内地新能源主题ETF发起式联接A,华安基金,指数型-股票,21/12/20～21/12/24,0.16,2021-12-28,-29.43,刘璇子,开放申购,0.05
013073,泰信医疗服务混合发起式C,泰信基金,混合型-偏股,21/12/20～21/12/24,0.1,2021-12-29,12.72,"朱志权,陈颖",开放申购,0.0
013072,泰信医疗服务混合发起式A,泰信基金,混合型-偏股,21/12/20～21/12/24,0.1,2021-12-29,13.43,"朱志权,陈颖",开放申购,0.15
014319,德邦半导体产业混合发起式A,德邦基金,混合型-偏股,21/12/20～21/12/24,0.14,2021-12-28,12.49,"吴昊,雷涛",开放申购,0.15
014320,德邦半导体产业混合发起式C,德邦基金,混合型-偏股,21/12/20～21/12/24,0.14,2021-12-28,11.95,"吴昊,雷涛",开放申购,0.0
014618,易方达如意安和一年持有混合(FOF)C,易方达基金,FOF,21/12/20～21/12/24,9.0,2021-12-28,1.58,"汪玲,张振琪",开放申购,0.0
014339,长江智能制造混合发起式A,长江证券(上,混合型-偏股,21/12/20～21/12/24,3.73,2021-12-29,4.05,施展,开放申购,0.15
014340,长江智能制造混合发起式C,长江证券(上,混合型-偏股,21/12/20～21/12/24,3.73,2021-12-29,3.53,施展,开放申购,0.0
014617,易方达如意安和一年持有混合(FOF)A,易方达基金,FOF,21/12/20～21/12/24,9.0,2021-12-28,2.1,"汪玲,张振琪",开放申购,0.08
014304,华安中证内地新能源主题ETF发起式联接C,华安基金,指数型-股票,21/12/20～21/12/24,0.16,2021-12-28,-29.61,刘璇子,开放申购,0.0
013668,永赢慧盈一年持有债券发起(FOF)A,永赢基金,FOF,21/12/20～21/12/20,2.28,2021-12-22,0.81,田沁琰,开放申购,0.08
014597,华泰柏瑞富利混合C,华泰柏瑞基金,混合型-灵活,21/12/20～21/12/20,,2021-12-22,23.0,董辰,限大额,0.0
013669,永赢慧盈一年持有债券发起(FOF)C,永赢基金,FOF,21/12/20～21/12/20,2.28,2021-12-22,0.25,田沁琰,开放申购,0.0
014189,南方专精特新混合A,南方基金,混合型-偏股,21/12/16～21/12/31,5.25,2022-01-05,-10.03,"罗安安,雷嘉源",开放申购,0.15
014190,南方专精特新混合C,南方基金,混合型-偏股,21/12/16～21/12/31,5.25,2022-01-05,-10.7,"罗安安,雷嘉源",开放申购,0.0
013012,工银中证创新药产业ETF发起式联接C,工银瑞信基金,指数型-股票,21/12/16～21/12/27,0.11,2021-12-29,-11.71,邓皓友,开放申购,0.0
013011,工银中证创新药产业ETF发起式联接A,工银瑞信基金,指数型-股票,21/12/16～21/12/27,0.11,2021-12-29,-11.6,邓皓友,开放申购,0.1
014538,长城研究精选混合C,长城基金,混合型-偏股,21/12/16～21/12/16,,2021-12-16,-30.43,周诗博,开放申购,0.0
013040,海富通欣润混合C,海富通基金,混合型-偏债,21/12/15～22/03/14,2.48,2022-03-16,1.96,"王金祥,谈云飞",开放申购,0.0
013039,海富通欣润混合A,海富通基金,混合型-偏债,21/12/15～22/03/14,2.48,2022-03-16,2.35,"王金祥,谈云飞",开放申购,0.08
013335,鹏华价值远航6个月持有混合C,鹏华基金,混合型-偏股,21/12/15～22/02/18,2.11,2022-02-22,-7.96,袁航,开放申购,0.0
013334,鹏华价值远航6个月持有混合A,鹏华基金,混合型-偏股,21/12/15～22/02/18,2.11,2022-02-22,-7.13,袁航,开放申购,0.15
014567,国泰君安善融稳健一年持有混合(FOF)C,上海国泰君安,FOF,21/12/15～21/12/24,19.95,2021-12-28,-1.19,"高琛,丁一戈",开放申购,0.0
014566,国泰君安善融稳健一年持有混合(FOF)A,上海国泰君安,FOF,21/12/15～21/12/24,19.95,2021-12-28,-0.69,"高琛,丁一戈",开放申购,0.08
012999,招商稳旺混合C,招商基金,混合型-偏债,21/12/14～22/03/11,2.83,2022-03-15,7.85,"侯杰,孙麓深",开放申购,0.0
012998,招商稳旺混合A,招商基金,混合型-偏债,21/12/14～22/03/11,2.83,2022-03-15,8.3,"侯杰,孙麓深",开放申购,0.08
014529,汇添富MSCI中国A50互联互通ETF联接C,汇添富基金,指数型-股票,21/12/13～22/01/06,20.99,2022-01-11,-14.37,"吴振翔,乐无穹",开放申购,0.0
014528,汇添富MSCI中国A50互联互通ETF联接A,汇添富基金,指数型-股票,21/12/13～22/01/06,20.99,2022-01-11,-14.1,"吴振翔,乐无穹",开放申购,0.1
014535,南方MSCI中国A50互联互通ETF联接C,南方基金,指数型-股票,21/12/13～22/01/06,7.0,2022-01-10,-9.66,李佳亮,开放申购,0.0
